Language,ISO_code,Phoible_code,Meaning,Form,Trill,Dataset,Latitude,Longitude,Family,Branch,Area,Continent,Rough.M,rough,R_type,r,l
Maltese,mlt,mlt,lubricated,illubrikat,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,-6.2,FALSE,trill,TRUE,TRUE
Maltese,mlt,mlt,rugged,imħatteb,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,4,TRUE,trill,FALSE,FALSE
Maltese,mlt,mlt,crisp,iqarmeċ,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,2,TRUE,trill,TRUE,FALSE
Maltese,mlt,mlt,fibrous,fibruż,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,2.3,TRUE,trill,TRUE,FALSE
Maltese,mlt,mlt,smooth,bla xkiel,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,-6.9,FALSE,trill,FALSE,TRUE
Maltese,mlt,mlt,slick,roqgħa,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,-5.5,FALSE,trill,TRUE,FALSE
Maltese,mlt,mlt,woven,minsuġa,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,-0.2,FALSE,trill,FALSE,FALSE
Maltese,mlt,mlt,greasy,żejtni,yes,Google,35.92,14.42,Semitic,West Semitic,Europe,W and SW Eurasia,-5.1,FALSE,trill,FALSE,FALSE
Dutch,nld,nld,grooved,gegroefde,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,1.7,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,velvety,fluweelachtig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-5.3,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,ribbed,geribd,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.4,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,stubbly,stoppelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,5,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,gnarled,knoestig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,4.4,TRUE,trill,FALSE,FALSE
Dutch,nld,nld,abrasive,schurende,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,6.3,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,bony,benig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,2.5,TRUE,trill,FALSE,FALSE
Dutch,nld,nld,slippery,glad,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-6.2,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,lumpy,klonterige,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,2.9,TRUE,trill,TRUE,TRUE
Dutch,nld,nld,knobby,knobbelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,2.6,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,rough,ruw,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,6.2,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,textured,getextureerde,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,0.8,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,wooden,houten,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,1.3,TRUE,trill,FALSE,FALSE
Dutch,nld,nld,shiny,glimmend,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.2,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,polished,gepolijst,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-5.3,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,painted,geschilderd,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-3,FALSE,trill,TRUE,TRUE
Dutch,nld,nld,rippled,golfde,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.1,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,bumpy,hobbelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.3,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,woolly,wollig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,0,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,crumpled,verfrommeld,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.1,TRUE,trill,TRUE,TRUE
Dutch,nld,nld,sandy,zanderig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.9,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,dented,gedeukt,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,2.4,TRUE,trill,FALSE,FALSE
Dutch,nld,nld,icy,ijzig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.3,FALSE,trill,FALSE,FALSE
Dutch,nld,nld,scratchy,krassend,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,5,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,ceramic,keramisch,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-2.5,FALSE,trill,TRUE,FALSE
Dutch,nld,nld,crusty,korstig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,2.9,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,frayed,rafelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-0.8,FALSE,trill,TRUE,TRUE
Dutch,nld,nld,gelatinous,gelatineachtig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.2,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,bald,kaal,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.1,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,corroded,gecorrodeerd,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.5,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,creamy,romig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.8,FALSE,trill,TRUE,FALSE
Dutch,nld,nld,chalky,krijtachtig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-1.1,FALSE,trill,TRUE,FALSE
Dutch,nld,nld,flat,vlak,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-2.7,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,etched,geëtst,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,2.8,TRUE,trill,FALSE,FALSE
Dutch,nld,nld,slimy,slijmerig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-5.2,FALSE,trill,TRUE,TRUE
Dutch,nld,nld,oily,olieachtig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-6.2,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,lubricated,gesmeerd,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-6.2,FALSE,trill,TRUE,FALSE
Dutch,nld,nld,crumbly,kruimelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.2,TRUE,trill,TRUE,TRUE
Dutch,nld,nld,perforated,geperforeerd,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,0.4,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,scaly,geschubd,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,1.9,TRUE,trill,FALSE,FALSE
Dutch,nld,nld,dusty,stoffig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-0.8,FALSE,trill,FALSE,FALSE
Dutch,nld,nld,gluey,lijmerig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-2.9,FALSE,trill,TRUE,TRUE
Dutch,nld,nld,gooey,slissend,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.9,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,cracked,gebarsten,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.5,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,ragged,haveloos,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.3,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,fibrous,vezelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,2.3,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,silky,zijdeachtig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-5.9,FALSE,trill,FALSE,FALSE
Dutch,nld,nld,satiny,satijnachtige,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-5.3,FALSE,trill,FALSE,FALSE
Dutch,nld,nld,grainy,korrelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,3.9,TRUE,trill,TRUE,TRUE
Dutch,nld,nld,rocky,rotsachtig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,4.8,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,hairy,harig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,0,TRUE,trill,TRUE,FALSE
Dutch,nld,nld,woven,geweven,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-0.2,FALSE,trill,FALSE,FALSE
Dutch,nld,nld,prickly,stekelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,5.2,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,feathered,gevederde,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.6,FALSE,trill,TRUE,FALSE
Dutch,nld,nld,thorny,netelig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,5.8,TRUE,trill,FALSE,TRUE
Dutch,nld,nld,glassy,glazig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-4.3,FALSE,trill,FALSE,TRUE
Dutch,nld,nld,waxy,wasachtig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-3.6,FALSE,trill,FALSE,FALSE
Dutch,nld,nld,greasy,vettig,yes,Google,50.75,4.5,Indo-European,Germanic,Europe,W and SW Eurasia,-5.1,FALSE,trill,FALSE,FALSE
Norwegian,nob,nob,grooved,rillet,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,1.7,TRUE,no trill,TRUE,TRUE
Norwegian,nob,nob,velvety,fløyelsmyk,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-5.3,FALSE,no trill,FALSE,TRUE
Norwegian,nob,nob,coated,belagt,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-2.8,FALSE,no trill,FALSE,TRUE
Norwegian,nob,nob,ribbed,ribbet,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.4,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,gnarled,knudrete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,4.4,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,bony,benete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,2.5,TRUE,no trill,FALSE,FALSE
Norwegian,nob,nob,coarse,grov,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,5.4,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,metallic,metallisk,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-1.9,FALSE,no trill,FALSE,TRUE
Norwegian,nob,nob,polished,polert,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-5.3,FALSE,no trill,TRUE,TRUE
Norwegian,nob,nob,fine,fint,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-5.2,FALSE,no trill,FALSE,FALSE
Norwegian,nob,nob,sequined,paljett,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.3,TRUE,no trill,FALSE,TRUE
Norwegian,nob,nob,serrated,taggete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,4,TRUE,no trill,FALSE,FALSE
Norwegian,nob,nob,bumpy,humpete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.3,TRUE,no trill,FALSE,FALSE
Norwegian,nob,nob,matted,sammenfiltret,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,0.3,TRUE,no trill,TRUE,TRUE
Norwegian,nob,nob,woolly,ullen,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,0,TRUE,no trill,FALSE,TRUE
Norwegian,nob,nob,sandy,sand-,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.9,TRUE,no trill,FALSE,FALSE
Norwegian,nob,nob,dented,bulket,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,2.4,TRUE,no trill,FALSE,TRUE
Norwegian,nob,nob,scratchy,skrapete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,5,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,gravelly,grusete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,4.1,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,ceramic,keramisk,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-2.5,FALSE,no trill,TRUE,FALSE
Norwegian,nob,nob,frayed,frynsete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-0.8,FALSE,no trill,TRUE,FALSE
Norwegian,nob,nob,bald,skallet,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-4.1,FALSE,no trill,FALSE,TRUE
Norwegian,nob,nob,corroded,korrodert,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.5,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,creamy,kremete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-4.8,FALSE,no trill,TRUE,FALSE
Norwegian,nob,nob,etched,etset,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,2.8,TRUE,no trill,FALSE,FALSE
Norwegian,nob,nob,grimy,sotete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-1.2,FALSE,no trill,FALSE,FALSE
Norwegian,nob,nob,oily,fet,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-6.2,FALSE,no trill,FALSE,FALSE
Norwegian,nob,nob,crumbly,smuldrete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.2,TRUE,no trill,TRUE,TRUE
Norwegian,nob,nob,perforated,perforert,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,0.4,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,dusty,støvete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-0.8,FALSE,no trill,FALSE,FALSE
Norwegian,nob,nob,cracked,sprakk,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.5,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,ragged,fillete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.3,TRUE,no trill,FALSE,TRUE
Norwegian,nob,nob,fibrous,fibrøs,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,2.3,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,smooth,glatt,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-6.9,FALSE,no trill,FALSE,TRUE
Norwegian,nob,nob,grainy,kornete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.9,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,granular,granulær,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,3.5,TRUE,no trill,TRUE,TRUE
Norwegian,nob,nob,rocky,steinete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,4.8,TRUE,no trill,FALSE,FALSE
Norwegian,nob,nob,hairy,hårete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,0,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,prickly,stikk,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,5.2,TRUE,no trill,FALSE,FALSE
Norwegian,nob,nob,blunt,sløv,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,0.5,TRUE,no trill,FALSE,TRUE
Norwegian,nob,nob,thorny,tornete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,5.8,TRUE,no trill,TRUE,FALSE
Norwegian,nob,nob,glassy,glassaktig,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-4.3,FALSE,no trill,FALSE,TRUE
Norwegian,nob,nob,waxy,voksaktig,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-3.6,FALSE,no trill,FALSE,FALSE
Norwegian,nob,nob,greasy,fettete,no,Google,59.55,10.45,Indo-European,Germanic,Europe,W and SW Eurasia,-5.1,FALSE,no trill,FALSE,FALSE
Polish,pol,pol,velvety,aksamitny,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.3,FALSE,trill,FALSE,FALSE
Polish,pol,pol,ribbed,żebrowany,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.4,TRUE,trill,TRUE,FALSE
Polish,pol,pol,gnarled,wykrzywiony,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.4,TRUE,trill,TRUE,FALSE
Polish,pol,pol,lacy,koronkowy,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.4,FALSE,trill,TRUE,FALSE
Polish,pol,pol,abrasive,ścierny,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,6.3,TRUE,trill,TRUE,FALSE
Polish,pol,pol,bony,kościsty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.5,TRUE,trill,FALSE,FALSE
Polish,pol,pol,slippery,śliski,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.2,FALSE,trill,FALSE,TRUE
Polish,pol,pol,lumpy,grudkowaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.9,TRUE,trill,TRUE,FALSE
Polish,pol,pol,knobby,guzowaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.6,TRUE,trill,FALSE,FALSE
Polish,pol,pol,coarse,zgrubny,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5.4,TRUE,trill,TRUE,FALSE
Polish,pol,pol,jagged,szczerbaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,6.3,TRUE,trill,TRUE,FALSE
Polish,pol,pol,textured,teksturowane,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0.8,TRUE,trill,TRUE,FALSE
Polish,pol,pol,metallic,metaliczny,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.9,FALSE,trill,FALSE,TRUE
Polish,pol,pol,shiny,błyszczący,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.2,FALSE,trill,FALSE,FALSE
Polish,pol,pol,painted,namalowany,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-3,FALSE,trill,FALSE,TRUE
Polish,pol,pol,fine,w porządku,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.2,FALSE,trill,TRUE,FALSE
Polish,pol,pol,rippled,pluskoczący,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.1,TRUE,trill,FALSE,TRUE
Polish,pol,pol,matted,kołtunowaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0.3,TRUE,trill,FALSE,FALSE
Polish,pol,pol,woolly,wełnisty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0,TRUE,trill,FALSE,FALSE
Polish,pol,pol,beaded,zroszony,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3,TRUE,trill,TRUE,FALSE
Polish,pol,pol,crumpled,zmięty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.1,TRUE,trill,FALSE,FALSE
Polish,pol,pol,sandy,piaszczysty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.9,TRUE,trill,FALSE,FALSE
Polish,pol,pol,dented,wgnieciony,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.4,TRUE,trill,FALSE,FALSE
Polish,pol,pol,gravelly,żwirowy,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.1,TRUE,trill,TRUE,FALSE
Polish,pol,pol,crusty,skorupiasty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.9,TRUE,trill,TRUE,FALSE
Polish,pol,pol,frayed,postrzępiony,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-0.8,FALSE,trill,TRUE,FALSE
Polish,pol,pol,gelatinous,galaretowaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.2,FALSE,trill,TRUE,TRUE
Polish,pol,pol,bald,łysy,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.1,FALSE,trill,FALSE,FALSE
Polish,pol,pol,corroded,skorodowane,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.5,TRUE,trill,TRUE,FALSE
Polish,pol,pol,creamy,kremowy,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.8,FALSE,trill,TRUE,FALSE
Polish,pol,pol,chalky,kredowy,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.1,FALSE,trill,TRUE,FALSE
Polish,pol,pol,flat,mieszkanie,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-2.7,FALSE,trill,FALSE,FALSE
Polish,pol,pol,etched,wytrawiony,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.8,TRUE,trill,TRUE,FALSE
Polish,pol,pol,grimy,umorusany,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-1.2,FALSE,trill,TRUE,FALSE
Polish,pol,pol,slimy,śluzowaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.2,FALSE,trill,FALSE,TRUE
Polish,pol,pol,harsh,szorstki,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,5.5,TRUE,trill,TRUE,FALSE
Polish,pol,pol,oily,oleisty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.2,FALSE,trill,FALSE,TRUE
Polish,pol,pol,lubricated,smarowane,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-6.2,FALSE,trill,TRUE,FALSE
Polish,pol,pol,perforated,perforowany,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0.4,TRUE,trill,TRUE,FALSE
Polish,pol,pol,scaly,łuskowaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,1.9,TRUE,trill,FALSE,FALSE
Polish,pol,pol,dusty,zakurzony,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-0.8,FALSE,trill,TRUE,FALSE
Polish,pol,pol,crinkled,marszczone,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.4,TRUE,trill,TRUE,FALSE
Polish,pol,pol,rugged,chropowaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4,TRUE,trill,TRUE,FALSE
Polish,pol,pol,ragged,obdarty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.3,TRUE,trill,TRUE,FALSE
Polish,pol,pol,crisp,chrupiący,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2,TRUE,trill,TRUE,FALSE
Polish,pol,pol,fibrous,włóknisty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,2.3,TRUE,trill,FALSE,FALSE
Polish,pol,pol,silky,jedwabisty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.9,FALSE,trill,FALSE,FALSE
Polish,pol,pol,slick,przysiek,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-5.5,FALSE,trill,TRUE,FALSE
Polish,pol,pol,bristly,szczeciniasty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.4,TRUE,trill,FALSE,FALSE
Polish,pol,pol,grainy,ziarnisty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,3.9,TRUE,trill,TRUE,FALSE
Polish,pol,pol,rocky,skalisty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,4.8,TRUE,trill,FALSE,TRUE
Polish,pol,pol,barbed,kolczasty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,6.3,TRUE,trill,FALSE,TRUE
Polish,pol,pol,hairy,włochaty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0,TRUE,trill,FALSE,FALSE
Polish,pol,pol,furry,futrzany,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-2.8,FALSE,trill,TRUE,FALSE
Polish,pol,pol,woven,tkane,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-0.2,FALSE,trill,FALSE,FALSE
Polish,pol,pol,blunt,tępy,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,0.5,TRUE,trill,FALSE,FALSE
Polish,pol,pol,glassy,szklisty,yes,Google,52,20,Indo-European,Balto-Slavic,Europe,W and SW Eurasia,-4.3,FALSE,trill,FALSE,TRUE
Portuguese,por,por,grooved,ranhurado,no,Google,39,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,1.7,TRUE,no trill,TRUE,FALSE
Portuguese,por,por,velvety,aveludado,no,Google,39,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-5.3,FALSE,no trill,FALSE,TRUE
Portuguese,por,por,coated,revestido,no,Google,39,-8,Indo-European,Italic-Celtic,Europe,W and SW Eurasia,-2.8,FALSE,no trill,TRUE,FALSE
